,nama_band,genre,nama_album,tipe,tgl_rilis,judul_lagu,track_popularity,durasi,energy,danceability,tempo,instrumentalness,loudness,speech,liveness,valence
365,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Comedown Machine,album,2013-03-25,50/50,46,163227,0.93,0.491,99.924,0.612,-6.412,0.0347,0.219,0.623
366,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Comedown Machine,album,2013-03-25,Slow Animals,45,260693,0.646,0.664,131.993,0.28,-7.934,0.0284,0.0954,0.5
367,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Comedown Machine,album,2013-03-25,Partners In Crime,44,201893,0.951,0.538,106.033,0.0545,-4.741,0.0606,0.239,0.551
368,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Comedown Machine,album,2013-03-25,Chances,53,216787,0.569,0.561,103.705,0.611,-9.682,0.0289,0.109,0.53
369,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Comedown Machine,album,2013-03-25,Happy Ending,45,172160,0.831,0.626,113.999,0.0188,-7.743,0.0369,0.355,0.255
370,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Comedown Machine,album,2013-03-25,"Call It Fate, Call It Karma",70,204773,0.241,0.544,109.437,0.774,-14.779,0.03,0.101,0.359
371,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Angles,album,2011-03-21,Machu Picchu,61,209627,0.817,0.695,105.014,0.097,-5.294,0.0659,0.0601,0.874
372,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Angles,album,2011-03-21,Under Cover of Darkness,64,235547,0.775,0.35,199.866,0.283,-3.364,0.054,0.0676,0.588
373,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Angles,album,2011-03-21,Two Kinds of Happiness,43,222080,0.778,0.534,137.68,0.025,-5.252,0.0453,0.176,0.758
374,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Angles,album,2011-03-21,You're So Right,41,153760,0.863,0.441,168.089,0.72,-6.787,0.0363,0.0775,0.328
375,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Angles,album,2011-03-21,Taken for a Fool,53,203240,0.89,0.569,137.044,0.0112,-4.447,0.0559,0.226,0.885
376,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Angles,album,2011-03-21,Games,43,231533,0.708,0.644,127.05,0.184,-6.742,0.029,0.19,0.452
377,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Angles,album,2011-03-21,Call Me Back,49,182027,0.297,0.736,125.78,1.49e-05,-9.648,0.035,0.0609,0.185
378,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Angles,album,2011-03-21,Gratisfaction,48,179200,0.788,0.644,135.437,0.34,-5.039,0.0558,0.237,0.708
379,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Angles,album,2011-03-21,Metabolism,41,180680,0.85,0.422,162.004,0.00371,-5.134,0.0395,0.164,0.34
380,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Angles,album,2011-03-21,Life Is Simple in the Moonlight,53,255240,0.696,0.515,134.893,0.000345,-5.857,0.0313,0.0916,0.513
381,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,You Only Live Once,70,189227,0.908,0.63,120.522,0.592,-2.42,0.0326,0.116,0.968
382,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,Juicebox,56,194573,0.981,0.462,154.995,0.00894,-2.371,0.127,0.0856,0.547
383,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,Heart In a Cage,60,206173,0.857,0.418,140.02,0.805,-5.133,0.0404,0.368,0.12
384,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,Razorblade,54,208133,0.859,0.394,136.075,0.233,-3.851,0.0409,0.1,0.511
385,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,On the Other Side,49,276507,0.811,0.605,108.992,0.000116,-2.341,0.0316,0.135,0.548
386,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,Vision of Division,45,259027,0.811,0.428,141.95,0.434,-3.681,0.0382,0.359,0.138
387,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,Ask Me Anything,42,189973,0.31,0.376,131.566,0.841,-9.79,0.0332,0.147,0.461
388,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,Electricityscape,44,213200,0.882,0.382,140.034,0.144,-4.166,0.0429,0.0776,0.57
389,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,Killing Lies,40,228733,0.806,0.504,120.205,0.799,-4.955,0.0388,0.158,0.921
390,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,Fear of Sleep,40,240467,0.923,0.436,127.731,0.823,-4.444,0.0591,0.356,0.272
391,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,15 Minutes,39,273133,0.881,0.341,82.957,0.0383,-3.558,0.0411,0.141,0.394
392,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,Ize of the World,47,265773,0.894,0.397,134.993,0.642,-3.099,0.0464,0.0847,0.277
393,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,Evening Sun,43,186000,0.755,0.631,124.958,0.00481,-4.534,0.0311,0.296,0.531
394,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",First Impressions Of Earth,album,2006-01-03,Red Light,49,191693,0.837,0.534,103.533,0.649,-3.938,0.0407,0.189,0.903
395,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Room On Fire,album,2003-10-28,What Ever Happened?,60,169507,0.596,0.547,116.17,0.739,-6.044,0.0339,0.273,0.584
396,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Room On Fire,album,2003-10-28,Reptilia,76,219827,0.649,0.489,158.009,0.713,-5.11,0.0336,0.101,0.77
397,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Room On Fire,album,2003-10-28,Automatic Stop,58,207133,0.535,0.675,105.921,0.719,-6.109,0.0376,0.104,0.914
398,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Room On Fire,album,2003-10-28,12:51,64,153133,0.889,0.451,145.056,0.8,-3.838,0.0379,0.558,0.592
399,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Room On Fire,album,2003-10-28,You Talk Way Too Much,50,186267,0.971,0.304,127.856,0.955,-3.226,0.0351,0.0799,0.695
400,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Room On Fire,album,2003-10-28,Between Love & Hate,49,196573,0.603,0.455,104.179,0.53,-4.919,0.0255,0.0966,0.539
401,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Room On Fire,album,2003-10-28,Meet Me in the Bathroom,50,176160,0.941,0.427,139.956,0.89,-3.973,0.0336,0.0772,0.587
402,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Room On Fire,album,2003-10-28,Under Control,54,187307,0.72,0.406,91.336,0.795,-4.647,0.0291,0.0541,0.641
403,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Room On Fire,album,2003-10-28,The Way It Is,46,141733,0.95,0.482,137.074,0.883,-2.593,0.0495,0.0938,0.856
404,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Room On Fire,album,2003-10-28,The End Has No End,51,185560,0.66,0.531,136.027,0.855,-3.725,0.0335,0.226,0.533
405,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Room On Fire,album,2003-10-28,I Can't Win,52,162040,0.746,0.472,97.44,0.663,-4.816,0.0321,0.0999,0.403
406,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It,album,2001-07-30,Is This It,57,151333,0.692,0.667,96.022,3.75e-05,-8.361,0.0285,0.349,0.846
407,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It,album,2001-07-30,The Modern Age,50,208067,0.888,0.528,145.971,0.756,-6.039,0.0326,0.154,0.897
408,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It,album,2001-07-30,Soma,50,153840,0.706,0.499,148.928,0.00289,-7.335,0.0302,0.0753,0.483
409,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It,album,2001-07-30,Barely Legal,49,234693,0.884,0.424,157.813,0.0499,-6.286,0.0365,0.0903,0.852
410,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It,album,2001-07-30,Someday,70,183440,0.521,0.539,106.035,0.0,-7.46,0.0299,0.367,0.679
411,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It,album,2001-07-30,"Alone, Together",46,188640,0.863,0.515,143.017,0.893,-5.756,0.0308,0.0616,0.961
412,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It,album,2001-07-30,Last Nite,67,193373,0.899,0.624,104.061,0.000137,-5.709,0.0296,0.0975,0.79
413,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It,album,2001-07-30,Hard To Explain,57,224333,0.666,0.408,82.523,0.862,-6.286,0.0578,0.0889,0.666
414,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It,album,2001-07-30,When It Started,44,175200,0.654,0.721,131.963,0.00392,-8.107,0.0329,0.15,0.903
415,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It,album,2001-07-30,Trying Your Luck,46,202760,0.687,0.503,143.902,0.0131,-9.427,0.0314,0.131,0.619
416,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It,album,2001-07-30,Take It Or Leave It,45,196067,0.913,0.43,154.06,0.369,-6.203,0.0389,0.137,0.481
417,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Future Present Past,single,2016-06-03,Drag Queen,40,273554,0.524,0.544,124.121,0.368,-4.764,0.0436,0.103,0.53
418,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Future Present Past,single,2016-06-03,Oblivius,53,299233,0.888,0.468,102.959,0.648,-4.463,0.0517,0.151,0.432
419,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Future Present Past,single,2016-06-03,Threat of Joy,56,264725,0.704,0.59,137.968,0.0825,-7.058,0.0284,0.103,0.691
420,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Future Present Past,single,2016-06-03,Oblivius - Moretti Remix,31,332016,0.821,0.33,196.039,0.826,-7.901,0.066,0.318,0.188
421,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Fast Animals,single,2013-03-26,Fast Animals,37,224867,0.733,0.651,141.996,0.0408,-6.197,0.0395,0.0533,0.52
422,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Taken For A Fool,single,2011-06-27,Taken for a Fool,27,204773,0.893,0.569,137.029,0.00806,-4.424,0.0667,0.23,0.886
423,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Taken For A Fool,single,2011-06-27,"Taken for a Fool (feat. Elvis Costello) - Live from Madison Square Garden, New York, NY - April 2011",18,217133,0.979,0.433,137.172,3.47e-05,-4.894,0.205,0.974,0.287
424,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",You Only Live Once/Mercy Mercy Me,single,2006-09-26,You Only Live Once,30,187347,0.908,0.626,120.518,0.553,-2.789,0.0336,0.124,0.969
425,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",You Only Live Once/Mercy Mercy Me,single,2006-09-26,Mercy Mercy Me (The Ecology),33,157920,0.875,0.449,91.956,0.145,-5.347,0.062,0.0664,0.804
426,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Modern Girls & Old Fashion Men,single,2004-02-23,Modern Girls & Old Fashion Men,48,221627,0.604,0.506,110.921,0.427,-4.179,0.0283,0.0435,0.347
427,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Soma (Live In Iceland),single,2002-09-23,Soma - Live In Iceland,23,175333,0.812,0.274,139.526,0.203,-7.397,0.0455,0.973,0.3
428,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Is This It (Home Recording),single,2002-09-23,Is This It - Home Recording,30,72533,0.378,0.409,209.033,0.0,-7.256,0.0604,0.195,0.889
429,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","Alone, Together (Home Recording)",single,2002-09-23,"Alone, Together - Home Recording",21,196827,0.63,0.503,143.367,0.154,-7.512,0.0267,0.37,0.629
430,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Hard To Explain/New York City Cops,single,2002-04-30,Hard To Explain,29,225840,0.666,0.406,82.489,0.76,-6.297,0.057,0.057,0.645
431,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Hard To Explain/New York City Cops,single,2002-04-30,New York City Cops,35,211360,0.855,0.523,107.967,3.34e-05,-7.679,0.0371,0.327,0.486
432,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Hard To Explain/New York City Cops,single,2002-04-30,Take It Or Leave It - Live in LA; Village Sessions,23,195520,0.928,0.205,160.242,0.039,-6.172,0.171,0.375,0.527
433,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Hard To Explain/New York City Cops,single,2002-04-30,Trying Your Luck - Live in LA; Village Sessions,24,205760,0.923,0.286,140.126,0.0273,-5.268,0.0757,0.224,0.55
434,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",New York City Cops (Live In Iceland),single,2001-08-27,New York City Cops - Live In Iceland,22,238000,0.91,0.173,199.44,0.0202,-5.536,0.0559,0.932,0.286
435,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Like a Stone,21,293960,0.568,0.614,107.855,0.0,-5.477,0.0276,0.0998,0.516
436,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Alive,12,341160,0.83,0.324,74.993,9.58e-06,-7.615,0.0414,0.255,0.56
437,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Should I Stay or Should I Go - Remastered,13,187120,0.836,0.742,113.377,0.0,-6.935,0.0993,0.195,0.866
438,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,I Love Rock 'N Roll,10,175173,0.716,0.534,94.378,0.0,-5.025,0.0431,0.659,0.901
439,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,"Rebel, Rebel - Live",0,210720,0.98,0.648,125.973,0.00141,-6.378,0.141,0.969,0.641
440,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Chop Suey!,24,210240,0.929,0.425,127.198,0.000775,-3.899,0.121,0.122,0.299
441,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Wonderwall - Remastered,9,259836,0.85,0.373,174.662,0.0,-5.881,0.0395,0.138,0.426
442,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Knockin' On Heaven's Door,10,150027,0.48,0.513,139.653,0.0135,-10.516,0.0284,0.117,0.228
443,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Black,27,343667,0.549,0.377,76.011,0.0,-10.58,0.0286,0.179,0.239
444,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Sex on Fire,21,203347,0.905,0.542,153.397,0.0104,-5.653,0.054,0.136,0.373
445,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Don't Look Back in Anger - Remastered,8,289560,0.938,0.327,162.933,3.79e-06,-3.237,0.0636,0.148,0.327
446,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Hallelujah,8,413893,0.129,0.328,99.618,0.000798,-12.357,0.034,0.371,0.0915
447,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Dust in the Wind,9,206267,0.365,0.462,93.571,0.000325,-8.801,0.0282,0.109,0.366
448,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,All Out of Love,8,237947,0.472,0.52,108.176,7.33e-06,-7.851,0.0257,0.524,0.331
449,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Still Loving You,13,402040,0.52,0.284,105.607,0.00112,-7.823,0.029,0.114,0.0906
450,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Under Pressure - Live,0,258293,0.886,0.622,112.061,3.44e-05,-5.225,0.0535,0.983,0.303
451,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,B.Y.O.B.,10,255467,0.982,0.542,101.81,0.0,-2.687,0.148,0.244,0.708
452,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Killing In The Name,8,313573,0.833,0.462,87.532,0.0,-4.216,0.312,0.0327,0.659
453,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Man in the Box,7,284427,0.765,0.347,106.452,7.88e-06,-8.559,0.0409,0.213,0.644
454,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Even Flow,11,293640,0.891,0.406,105.057,6.73e-06,-8.809,0.0568,0.0688,0.3
455,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Show Me How to Live,8,277840,0.853,0.43,89.4,0.000173,-3.868,0.0494,0.162,0.367
456,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Bad Reputation,6,169187,0.974,0.378,203.715,0.0158,-4.055,0.194,0.0588,0.824
457,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Rock the Casbah - Remastered,11,222539,0.891,0.796,129.94,0.0,-5.814,0.0511,0.0535,0.857
458,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Don't Stop Believin',6,249787,0.841,0.491,120.393,0.0,-5.846,0.0475,0.351,0.358
459,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Heroes - Live,0,418413,0.936,0.535,114.979,0.00949,-4.819,0.0543,0.97,0.588
460,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Toxicity,14,218933,0.876,0.407,116.364,0.00265,-4.145,0.0534,0.215,0.521
461,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Last Goodbye,8,258293,0.723,0.531,86.999,0.000207,-10.344,0.038,0.263,0.54
462,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Like a Rolling Stone,5,368973,0.73,0.481,95.702,0.0,-6.098,0.033,0.237,0.522
463,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Reptilia,9,219827,0.649,0.489,158.009,0.713,-5.11,0.0336,0.101,0.77
464,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Cochise,6,222027,0.873,0.453,80.413,0.0,-4.867,0.0595,0.0592,0.435
465,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Carry on Wayward Son,6,323360,0.567,0.48,127.071,0.000336,-12.722,0.0359,0.424,0.8
466,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,More Than a Feeling,5,285160,0.704,0.393,109.253,0.000112,-7.835,0.0302,0.0887,0.333
467,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Making Love Out of Nothing at All,6,341747,0.721,0.388,141.286,0.000281,-5.539,0.0329,0.283,0.524
468,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Drive,5,232453,0.792,0.645,90.567,0.0121,-7.342,0.036,0.119,0.666
469,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Lonely Day,10,167907,0.796,0.47,113.108,1.1e-06,-3.277,0.0336,0.133,0.215
470,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Last Kiss,8,196400,0.724,0.62,112.066,0.000197,-6.437,0.0273,0.192,0.767
471,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Eye of the Tiger,5,246173,0.641,0.822,108.878,0.000311,-8.07,0.0327,0.0818,0.541
472,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Last Nite,8,193373,0.899,0.624,104.061,0.000137,-5.709,0.0296,0.0975,0.79
473,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Jeremy,5,319227,0.805,0.288,105.406,0.0,-8.664,0.0357,0.12,0.272
474,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Rock You Like a Hurricane - 2011,30,255573,0.868,0.584,124.023,0.00207,-5.064,0.0368,0.319,0.71
475,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,(Don't Fear) The Reaper,4,308280,0.947,0.369,141.186,0.000892,-6.96,0.0624,0.304,0.513
476,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Ziggy Stardust - Live,0,224547,0.927,0.407,147.971,2.61e-05,-4.355,0.0474,0.977,0.598
477,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Aerials,16,235600,0.924,0.403,81.058,0.0141,-4.233,0.0546,0.0637,0.242
478,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,The Final Countdown,4,309693,0.916,0.523,117.555,0.000339,-5.313,0.0716,0.0788,0.153
479,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Crazy Train,5,293183,0.913,0.454,137.688,0.000271,-4.008,0.107,0.248,0.521
480,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,London Calling - Remastered,4,200480,0.801,0.651,133.769,0.0,-7.34,0.0514,0.0825,0.776
481,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Because the Night,4,204800,0.761,0.466,123.585,0.0,-7.756,0.039,0.119,0.48
482,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Overkill,3,225827,0.755,0.64,139.191,0.0,-6.281,0.0283,0.0828,0.556
483,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Your Love,7,214133,0.71,0.592,129.896,2.19e-06,-9.376,0.0542,0.0795,0.624
484,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Rock Clássico,compilation,2019-03-29,Brown Eyed Girl,5,184533,0.483,0.49,149.941,0.0,-14.142,0.0365,0.204,0.905
485,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Theme from Spider Man,0,60293,0.619,0.394,105.489,0.00638,-9.846,0.0535,0.57,0.949
486,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Hero (feat. Josey Scott) - Motion Picture Version,0,199027,0.829,0.43,147.337,0.0,-4.326,0.0382,0.0666,0.337
487,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,What We're All About - The Original Version,0,214107,0.899,0.781,107.25,0.0,-5.01,0.134,0.655,0.884
488,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Spider Man - Music From And Inspired By,compilation,2002-07-12,Learn To Crawl,24,215467,0.921,0.331,168.017,1.44e-06,-5.011,0.0619,0.116,0.257
